	C1	C10	C100	C101	C11	C13	C16	C17	C18	C19	C25	C30	C33	C34	C35	C4	C51	C53	C57	C59	C6	C60	C61	C62	C63	C65	C66	C67	C69	C7	C70	C72	C73	C74	C79	C82	C83	C84	C86	C87	C9	C90	C91	C93	C94	C95	C98	C102	C103	C12	C14	C15	C2	C20	C21	C22	C23	C24	C26	C27	C28	C29	C3	C31	C32	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C5	C50	C52	C55	C56	C58	C64	C68	C71	C75	C76	C77	C78	C8	C80	C85	C89	C92	C96	C97	C99	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC16	NC17	NC18	NC19	NC2	NC20	NC21	NC22	NC23	NC24	NC25	NC26	NC3	NC4	NC5	NC6	NC7	NC8	NC9
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	-0.23875566	0.245291556	0.190146972	0.269248694	-0.029079871	0.327078725	-0.256340431	0.050642196	-0.284652538	-0.135272061	-0.080052018	0.025157233	-0.396837376	0.109111314	0.07898692	0.252750505	0.258264707	-0.227541475	-0.426182356	0.105881677	0.201257862	-0.027956228	-0.078616352	-0.150943396	-0.069867517	-0.262751968	0.40791307	-0.200271744	0.080258031	-0.197305039	0.147989244	-0.033497531	-0.208397222	-0.154299018	0.497805392	-0.482865885	0.070095216	-0.195390804	-0.57731139	0.17199004	-0.123772961	0.222226017	-0.185640089	-0.058411116	-0.20738014	-0.525075553	-0.219968721	0.164637734	0.208653577	-0.450716569	-0.096183309	-0.248427673	-0.363536689	0.348901636	-0.122378119	0.223451711	0.399951379	0.172597625	0.207329599	0.433243083	0.24647563	-0.282080029	-0.178409803	-0.053863803	0.380353668	-0.152461053	-0.197062451	-0.170526789	-0.155212967	-0.059748428	0.294976565	0.571427102	0.105946422	0.102231102	0.263979821	0.001890214	0.07822369	0.331832693	0.243564714	0.155168916	0.242491522	0.121890503	0.101142196	-0.32933706	-0.108552748	0.096236215	0.024586065	0.244984737	-0.103773585	0.2546471	0.279814665	0.327863432	0.205823317	0.073863008	0.057011929	0.014094835	-0.326657211	-0.380894716	-0.145524569	-0.117455249	0.027190488	-0.07406718	0.012430557	0.38864095	0.479273539	-0.12000254	0.248427673	-0.110091684	-0.008983591	-0.001971519	-0.050314465	0.57921981	0.296411627	-0.033590765	0.090656584	-0.151217374	0.31656934	0.002951811	-0.146987712	-0.26361782	0.161433578	-0.026610129	0.008173175	0.569859088	-0.246608077	-0.203084483
GOBP_MULTICELLULAR_ORGANISM_AGING	0.759259259	0.259259259	0.580246914	-0.512345679	0.796296296	-0.030864198	0.648148148	0.987654321	0.598765432	0.166666667	0.722222222	0.87037037	0.654320988	-0.709876543	-0.864197531	0.87654321	0.302469136	-0.277777778	0.574074074	0.061728395	-0.839506173	0.759259259	0.851851852	0.172839506	-0.018518519	-0.00617284	0.75308642	0.141975309	0.820987654	0.901234568	0.407407407	0.537037037	0.987654321	-0.907407407	0.586419753	0.765432099	0.938271605	-0.635802469	0.450617284	0.648148148	-0.950617284	-0.62962963	0.87037037	0.549382716	0.049382716	-0.783950617	-0.308641975	-0.382716049	-0.265432099	0.327160494	-0.432098765	-0.635802469	-0.432098765	0.12345679	0.024691358	-0.462962963	-0.154320988	-0.574074074	0.135802469	-0.950617284	-0.037037037	-0.617283951	0.413580247	-0.901234568	0.12345679	0.092592593	0.364197531	-0.802469136	-0.962962963	0.543209877	-0.12345679	-0.851851852	-0.222222222	-0.172839506	0.092592593	0.549382716	-0.265432099	-0.395061728	0.475308642	0.012345679	-0.222222222	0.759259259	-0.635802469	0.851851852	0.481481481	-0.308641975	0.030864198	-0.888888889	0.851851852	-0.944444444	-0.419753086	-0.944444444	-0.981481481	-0.228395062	0.290123457	-0.518518519	-0.987654321	0.12345679	0.666666667	-0.061728395	0.296296296	0.425925926	-0.475308642	-0.567901235	-0.833333333	-0.611111111	0.987654321	-1	-0.179012346	-0.969135802	-0.938271605	-0.179012346	0.740740741	0.222222222	-0.148148148	-0.271604938	0.308641975	-0.216049383	-0.709876543	-0.061728395	-0.432098765	0.456790123	0.080246914	-0.790123457	-0.055555556	-0.203703704
GOBP_SCF_COMPLEX_ASSEMBLY	0.99382716	0.216049383	0.864197531	0.111111111	0.49382716	0.864197531	0.425925926	0.327160494	0.586419753	0.148148148	0.098765432	0.154320988	0.814814815	0.055555556	-0.37654321	0.111111111	0.203703704	0.592592593	0.172839506	0.37037037	0.024691358	0.462962963	0.543209877	0.950617284	0.716049383	0.537037037	0.913580247	-0.271604938	0.839506173	0.271604938	0.969135802	0.660493827	0.975308642	0.00617284	0.061728395	-0.111111111	0.99382716	0.154320988	0.895061728	0.617283951	-0.018518519	0.049382716	-0.049382716	0.271604938	0.098765432	-0.512345679	-0.228395062	-0.12345679	0.179012346	-0.160493827	-0.49382716	-0.691358025	0.401234568	-0.858024691	-0.512345679	-0.648148148	-0.592592593	-0.549382716	-0.148148148	0.024691358	-0.580246914	-0.888888889	0.74691358	0.475308642	-0.641975309	-0.296296296	-0.283950617	-0.901234568	-0.62345679	0.030864198	-0.481481481	0.049382716	-0.796296296	0.265432099	-0.598765432	-0.259259259	-0.067901235	-0.117283951	-0.172839506	0.703703704	-0.604938272	0.709876543	-0.234567901	0.75308642	-0.12962963	-0.814814815	-0.228395062	-0.635802469	0.654320988	0.055555556	0.25308642	0.351851852	-0.302469136	0.549382716	-0.549382716	0.154320988	-0.512345679	-0.364197531	-0.975308642	-0.99382716	-0.166666667	-0.611111111	-0.086419753	-0.518518519	-0.808641975	-0.641975309	0.037037037	-0.783950617	-0.172839506	-0.438271605	-0.432098765	-0.456790123	-0.611111111	-0.339506173	-0.388888889	0.172839506	0.049382716	-0.271604938	-0.487654321	-0.913580247	-0.598765432	-0.24691358	0.450617284	-0.395061728	-0.679012346	0.413580247
GOBP_RESPONSE_TO_GAMMA_RADIATION	-0.438271605	0.882716049	-0.759259259	-0.932098765	-0.469135802	-0.672839506	-0.216049383	-0.475308642	-0.938271605	0.024691358	-0.938271605	0.777777778	-0.691358025	0.080246914	0.049382716	-0.543209877	-0.87654321	0.00617284	-0.87037037	-0.179012346	0.018518519	-0.907407407	-0.25308642	0.450617284	-0.339506173	0.37037037	-0.759259259	-0.037037037	-0.722222222	-0.703703704	-0.037037037	-0.808641975	-0.154320988	-0.833333333	0.827160494	-0.888888889	-0.716049383	-0.567901235	-0.975308642	-0.574074074	0.820987654	0.172839506	-0.654320988	-0.320987654	-0.691358025	-0.283950617	-3.33E-15	0.444444444	0.203703704	0.932098765	0.981481481	0.919753086	-0.888888889	0.969135802	0.969135802	0.956790123	0.703703704	0.956790123	0.969135802	0.679012346	0.987654321	0.882716049	0.728395062	0.50617284	0.635802469	0.222222222	-0.37037037	0.962962963	0.265432099	0.851851852	0.734567901	-0.907407407	0.666666667	0.648148148	0.734567901	-0.666666667	0.734567901	0.154320988	-0.62345679	-0.425925926	-0.858024691	-0.043209877	0.851851852	-0.290123457	-0.722222222	0.975308642	-0.259259259	0.932098765	-0.358024691	-0.141975309	0.969135802	-0.111111111	0.882716049	-0.932098765	-0.104938272	0.87037037	-0.117283951	-0.759259259	0.888888889	0.438271605	-0.672839506	-0.888888889	-0.969135802	-0.50617284	-0.962962963	0.858024691	-0.148148148	-0.814814815	-0.913580247	-0.030864198	-0.240740741	0.709876543	0.691358025	-0.530864198	-0.919753086	-0.913580247	-0.524691358	-0.833333333	-0.827160494	0.716049383	0.722222222	-0.888888889	-0.864197531	-0.703703704	0.635802469	-0.833333333
GOBP_HISTONE_MONOUBIQUITINATION	0.594427245	0.4968879	0.777089783	0.79636568	0.510835913	0.463946288	0.230713338	-0.405572755	-0.513931889	0.283968889	0.080495356	0.573254496	-0.46749226	-0.724458204	0.222600619	-0.193736604	0.695348781	0.499125387	0.328173375	-0.00619195	0.181324174	-0.018575851	0.524275918	0.800753031	0.427560498	0.558823529	0.037140526	-0.02627279	0.345835913	0.299435271	0.634674923	0.33067264	0.783784006	-0.640866873	-0.328475772	-0.325077399	0.314794339	0.343051256	0.813312693	0.178866283	-0.021671827	0.573982751	0.126934985	0.596555728	0.021981424	-0.777089783	-0.003095975	0.633879065	-0.819852941	-0.590765214	-0.298198705	-0.876160991	-0.504643963	-0.682107769	-0.091749824	-0.269349845	-0.75485589	-0.553194484	-0.713538991	-0.061919505	-0.383900929	0.089783282	-0.37672545	-0.346749226	0.401374613	-0.276549448	-0.341571474	-0.72090936	0.213942946	-0.153683778	-0.210526316	-0.084306984	-0.817337461	-0.444634901	-0.887362637	-0.543526402	-0.035992697	0.043343653	-0.305356621	-0.485544998	-0.706622032	0.030959752	0.448916409	-0.079787362	0.00462963	-0.799076941	-0.158271043	0.279738148	0.562782065	-0.207430341	-0.291401632	-0.465371517	-0.488841589	-0.439628483	-0.374091821	-0.235294118	-0.315789474	-0.077834752	0.043343653	0.003095975	-0.106546021	-0.706084568	0.099071207	-0.077399381	0.023839009	-0.431181855	0.866013072	-0.517027864	0.742921632	-0.638434321	0.102259447	0.600013461	0.200918558	0.069357553	-0.486126252	-0.217391818	-0.40247678	-0.177487624	-0.188854489	0.123839009	0.11126161	0.168373422	0.66832905	0.613003096	-0.740263382	0.604483256
GOBP_HISTONE_H3_K36_METHYLATION	-0.067901235	0.395061728	0.87037037	0.981481481	0.666666667	0.913580247	0.524691358	-0.240740741	-0.555555556	0.111111111	0.265432099	0.487654321	-0.481481481	-0.320987654	-0.567901235	0.771604938	0.685185185	0.456790123	-0.172839506	0.098765432	0.820987654	0.518518519	0.580246914	0.222222222	-0.450617284	-0.462962963	0.697530864	-0.166666667	-0.956790123	-0.290123457	0.450617284	0.469135802	-0.024691358	-0.395061728	-0.037037037	0.808641975	0.271604938	-0.00617284	-0.611111111	0.740740741	-0.635802469	0.518518519	0.407407407	0.24691358	0.783950617	-0.765432099	0.666666667	-0.783950617	-0.086419753	-0.932098765	-0.87654321	-0.419753086	-0.12345679	-0.549382716	-0.703703704	-0.055555556	-0.567901235	-0.185185185	-0.203703704	-0.574074074	-0.722222222	-0.135802469	-0.796296296	-0.197530864	-0.154320988	-0.209876543	-0.617283951	-0.5	-0.185185185	-0.617283951	-0.895061728	0.25308642	-0.543209877	-0.734567901	-0.759259259	0.759259259	-0.666666667	0.462962963	0.351851852	-0.586419753	0.191358025	-0.5	-0.981481481	-0.191358025	0.660493827	-0.858024691	0.148148148	0.172839506	-0.648148148	0.067901235	-0.518518519	-0.469135802	-0.518518519	0.055555556	0.561728395	-0.24691358	-0.555555556	0.598765432	-0.561728395	0.148148148	0.382716049	0.537037037	0.401234568	-0.919753086	0.783950617	-0.820987654	0.50617284	0.302469136	-0.777777778	-0.790123457	-0.308641975	-3.33E-15	-0.358024691	0.950617284	0.703703704	0.611111111	0.882716049	0.549382716	-0.648148148	-0.691358025	-0.055555556	-0.030864198	0.462962963	-0.469135802	0.061728395	0.777777778
GOBP_EXIT_FROM_MITOSIS	-0.827160494	0.99382716	0.444444444	-0.462962963	0.111111111	0.228395062	-0.37654321	-0.413580247	-0.197530864	-0.777777778	0.790123457	0.290123457	0.969135802	-0.598765432	0.783950617	-0.919753086	-0.154320988	-0.364197531	-0.388888889	-1	0.882716049	0.067901235	0.308641975	0.901234568	0.604938272	-0.950617284	-0.450617284	0.969135802	-0.524691358	-0.018518519	-0.654320988	-0.388888889	-0.962962963	0.512345679	-0.901234568	-0.987654321	-0.49382716	-0.327160494	0.740740741	-0.327160494	0.944444444	0.962962963	-0.845679012	0.845679012	0.043209877	0.148148148	0.703703704	-0.481481481	0.703703704	0.481481481	0.62345679	0.172839506	0.87654321	0.395061728	-0.012345679	0.895061728	0.734567901	0.098765432	0.345679012	0.907407407	0.12345679	0.543209877	-0.425925926	0.87037037	0.296296296	0.648148148	0.037037037	0.654320988	0.981481481	0.685185185	0.296296296	0.987654321	0.962962963	0.24691358	0.197530864	-0.932098765	0.759259259	0.950617284	0.561728395	-0.333333333	0.962962963	-0.444444444	-0.487654321	0.030864198	-0.074074074	0.104938272	0.580246914	0.950617284	-0.74691358	0.030864198	0.845679012	-0.87037037	0.913580247	0.839506173	-0.234567901	-0.691358025	0.87654321	-0.87654321	0.327160494	0.24691358	-0.987654321	-0.808641975	-0.981481481	-0.75308642	-0.827160494	-0.24691358	-0.975308642	0.228395062	-0.975308642	-0.913580247	-0.771604938	-0.820987654	-0.209876543	-0.783950617	-0.962962963	-0.5	-0.981481481	-0.919753086	0.882716049	-0.5	-0.950617284	-0.981481481	-0.586419753	-0.975308642	-0.469135802	-0.987654321
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	0.351379332	-0.3633861	0.083781741	-0.330713128	0.322135672	0.485621296	0.616436934	-0.423815717	0.172441887	-0.036877054	-0.037072842	0.102524946	-0.040758547	-0.055346386	0.596090779	0.368181489	0.410244361	0.230551434	0.441296691	-0.031553148	-0.441320034	-0.217562038	0.69036755	0.52482086	0.65625	0.746875	-0.199803571	-0.353075292	0.400689386	0.12070122	0.418523936	0.22352397	0.340681974	0.220228495	0.448698193	-0.319582492	0.305204606	-0.240625	0.003125	-0.577762681	-0.063301928	-0.344899948	-0.186841617	-0.361390485	-0.307222551	-0.207808196	-0.633003917	0.620772701	0.378747861	0.483471821	0.506290013	0.376723734	-0.545857558	-0.044369954	0.571179024	-0.059375	-0.517376592	0.221558852	-0.581956681	0.233155138	0.040625	-0.151472888	0.165997791	0.281782305	-0.063782051	0.04375	-0.598397436	-0.642931258	0.026840168	0.471661711	0.039340705	0.162327288	0.302718707	0.152311066	0.431507732	-0.646105431	0.295275963	-0.774635214	-0.581463371	0.67205976	-0.138434724	-0.025	0.435157599	-0.388442211	-0.501883188	0.196671512	-0.344708665	0.084375	0.570516588	0.16482438	-0.050804094	0.08425254	0.465625	-0.188954025	-0.195738636	-0.224753208	-0.283625234	-0.344797605	-0.640920947	-0.55716623	-0.35482568	-0.011616379	0.275211665	0.531813882	-0.193043274	0.319137366	-0.019027778	-0.195127979	-0.05300027	-0.144726833	-0.518849449	-0.256196581	0.47737965	-0.571088657	-0.676164488	-0.341134752	-0.572742111	-0.581875	-0.539970084	-0.19348042	0.3012	-0.066716467	-0.192622951	-0.370603577	-0.544436853	0.230737098
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	0.5466713	0.00619195	0.066052206	-0.184509448	-0.038901055	0.447515848	0.346947954	-0.725716922	-0.567379074	0.569659443	0.114020755	0.379450464	-0.693498452	0.079632319	0.835913313	0.388580683	0.246985829	0.566940005	-0.756935789	0.147712418	-0.148606811	-0.504643963	0.797050224	-0.501547988	0.557275542	0.690402477	-0.637770898	-0.445820433	-0.003095975	-0.263928677	0.58444855	-0.681114551	0.275344879	-0.370007106	0.077399381	-0.617826224	-0.688883835	-0.566563467	-0.156339681	-0.632824889	-0.21270675	0.490092879	-0.557275542	-0.364661654	-0.681114551	0.660230063	-0.510835913	0.6625387	0.6473702	0.19604113	0.637770898	0.468124355	-0.609907121	0.560371517	0.678018576	0.73494363	0.26006192	0.699690402	0.080495356	-0.012383901	0.428540305	-0.244582043	0.160990712	-0.133126935	0.693498452	0.160990712	-0.418145036	0.049535604	-0.203044376	0.458204334	0.403167421	0.058823529	-0.024767802	0.209307687	0.525061581	-0.829721362	0.611917008	-0.73993808	-0.808049536	0.620389208	-0.077399381	-0.046439628	0.828305305	-0.749766428	-0.885448916	-0.26006192	-0.702786378	0.60371517	0.582043344	0.80879773	0.108359133	0.600979503	0.448916409	-0.529411765	-0.555977734	0.137939636	-0.416428515	-0.640866873	-0.061919505	-0.016560653	-0.578947368	0.52619722	0.290478721	0.940833562	0.052090078	0.630129245	-0.198142415	0.315375787	-0.099071207	0.101035961	-0.129926265	0.199775809	0.661705168	-0.489164087	-0.777089783	-0.656346749	-0.337229102	-0.747139909	-0.188164792	-0.030923892	0.60371517	-0.684914157	-0.53769605	0.322632607	-0.814569162	-0.605984678
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	-0.049280999	-0.079056853	0.007060223	-0.338929367	-0.275331485	-0.076292956	-0.108616602	-0.127616805	-0.069003904	-0.128977591	-0.323192039	0.033567375	-0.22624355	0.034586572	0.273545768	-0.236825808	0.110010373	-0.137645977	-0.274529836	-0.157457858	-0.120730976	-0.289445832	-0.017899153	-0.096665689	0.089003897	0.170260164	-0.219492176	-0.021424203	-0.199355875	-0.325667841	-0.070737097	-0.145509895	-0.254409743	-0.058136213	0.075194716	-0.487808783	-0.119406604	0.067829857	-0.210552325	-0.219111981	-0.134127568	0.186940996	-0.162381659	0.137841173	-0.227211584	-0.066608734	-0.078659384	0.114195811	0.418409245	-0.051715527	0.213792622	-0.067084437	-0.404392251	0.287379739	0.229162739	0.150861826	0.111079788	0.328313546	0.078882051	0.077011285	0.281912053	0.204193897	0.299682352	-0.139073495	-0.035377279	-0.162253799	-0.317875599	0.058237097	0.113873145	0.247629274	0.28235012	0.136486334	0.054136176	0.079405992	0.088896686	-0.289307198	0.186967731	-0.146683406	-0.168456737	0.03522474	-0.230323781	-0.320628752	0.227254745	0.003806282	-0.194274172	0.175390423	-0.092580638	-0.031358264	0.151646226	-0.035466509	0.245682902	0.030294985	0.055984504	-0.011824443	-0.044146687	-0.095273055	0.074026258	-0.171488368	0.104284467	0.175428093	-0.23238692	0.029250901	0.002501158	0.201599547	0.111266052	0.2703898	-0.06222902	0.23937682	0.14568654	0.180792307	0.136711698	0.284297329	0.15444073	-0.330121071	-0.197629518	-0.092687748	-0.157050708	-0.159465798	-0.147199472	0.141018403	0.197231665	-0.239473589	-0.199066072	-0.136261103	0.096168784	-0.302634537
GOBP_REGULATION_OF_AUTOPHAGY	-0.11665443	0.344434204	-0.180884871	0.104887939	-0.081365514	0.19000429	-0.246435077	0.376578991	0.091334067	-0.272323305	0.21015873	-0.46443765	0.043042071	-0.135582011	-0.126984127	-0.011253932	0.31947973	-0.305888265	0.429365079	0.048801081	0.260527287	0.029250335	-0.218091079	-0.293795974	-0.239718236	-0.377494645	0.087179038	-0.030857217	0.3536411	0.284520398	-0.312844745	0.374725275	-0.332234432	0.621693122	-0.300046499	-0.211419753	0.329563871	0.079923427	0.009103841	0.054108676	-0.313682277	0.040743322	0.126909954	-0.017716937	0.52124151	-0.054606932	0.454978907	-0.452866409	-0.054950229	-0.091326105	-0.283170046	-0.386102786	0.065079365	-0.228458546	-0.628476462	-0.389134494	-0.155381944	-0.421938776	-0.150649533	0.029625551	-0.475692101	-0.452066274	-0.127238694	0.053520252	-0.054353953	0.118719744	-0.18791927	-0.410432331	-0.225623855	-0.136953955	-0.213432165	-0.397935103	-0.178818291	-0.053222649	-0.531604489	-0.323809524	-0.303635331	0.119947635	0.477661139	-0.364285714	0.192789243	-0.612261816	-0.051954703	0.359074516	0.269031282	0.146233522	0.345819361	-0.160558023	-0.387715666	-0.347174603	-0.180552928	-0.324591186	0.007074341	-0.054940567	-0.214369737	0.257489177	0.183764232	0.398579365	0.070848441	0.114843886	0.413270882	-0.289683372	0.100599355	-0.193697152	-0.026460119	-0.30470607	0.198401826	-0.01962482	-0.080298521	-0.252147884	-0.123634546	-0.178084038	-0.138422892	0.157233325	0.314961567	0.02533928	0.511111111	0.381182564	-0.133333333	-0.154103689	-0.541077386	0.01915191	0.329943801	-0.074480215	0.042780027	0.071603084
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY	0.525936514	0.6	0.032127772	0.454190613	-0.092388804	-0.409411765	-0.100735294	0.312973707	-0.195279896	0.017899788	0.6375	-0.730859759	0.135659057	-0.49381552	0.01875	0.003100394	0.541982665	-0.126229265	0.591279004	0.118300111	-0.460009058	-0.067732098	-0.099679594	-0.065625	-0.144179523	0.051640131	0.309420676	-0.341669532	0.328029809	0.274565689	-0.171777513	0.377971237	0.121863325	0.58125	0.2125	0.316417834	0.243429487	0.425042517	0.15945734	0.08459236	-0.481275763	-0.561392613	0.118319726	-0.45	0.722410475	-0.122154631	0.170322103	-0.35875	0.380130241	-0.261734288	-0.418017219	-0.335010849	0.017085823	-0.220962353	-0.593960777	-0.540625	-0.50278943	-0.643947824	-0.322042973	-0.241985544	-0.734886822	-0.728125	0.29872975	-0.390745043	-0.377126901	-0.577143233	-0.298229023	-0.836146196	-0.34683612	-0.568187684	-0.859665916	-0.553328252	-0.419094408	-0.498463902	-0.76436742	-0.175	-0.490323068	-0.510527235	0.472470564	-0.256020174	-0.300316318	-0.743274007	0.126607041	0.174255952	0.176756167	-0.108133278	0.229667248	0.009607169	-0.217009228	-0.09415038	-0.55900991	-0.076028897	0.162712283	0.304527417	-0.329601678	-0.173628049	0.441853632	0.140578078	-0.328125	-0.096543619	0.393271858	-0.270844241	0.605317092	0.629976686	-0.090941456	0.032523748	0.446066063	-0.117309462	0.432841128	-0.137261304	-0.178827751	0.362812872	0.096875	0.175539454	0.344863308	0.536915107	0.57844997	0.082027439	-0.284698732	0.253343397	-0.146612225	0.284296507	0.473302704	0.291452345	-0.20844697	0.319134358
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	-0.545371355	-0.279414763	-0.572936186	-0.15402637	0.049689441	0.798531903	-0.472202423	0.454163648	0.229556397	-0.368507995	-0.209254514	0.130434783	-0.71633175	0.701877406	-0.453416149	0.208751324	0.363628485	-0.428571429	0.029063635	0.678496868	0.652173913	0.234720089	0.00621118	-0.096329944	-0.02173913	-0.718263462	-0.50565972	-0.764082509	0.683890004	0.294011139	-0.208907318	0.449620428	-0.475508075	0.673913043	0.03472795	-0.456256069	0.597698301	-0.383935151	-0.723271119	-0.026017597	-0.664596273	0.147506376	0.237794697	-0.388634963	0.164563176	-0.150837475	0.566693951	-0.093167702	-0.649068323	0.015904233	-0.376143199	-0.366075222	-0.207019805	0.015841999	-0.745341615	-0.40701498	0.424400015	-0.252607251	0.549450549	0.269904566	-0.265355418	-0.046876831	-0.51242236	0.06307919	0.620502211	0.726215124	-0.192118227	-0.027950311	-0.686335404	-0.285714286	-0.301242236	-0.540591603	0.060365221	0.376300431	-0.347797265	-0.161490683	-0.01896603	0.737840979	-0.274460625	-0.36330796	0.646100453	-0.303889696	0.280329559	0.330995792	-0.039350578	0.497341882	-0.093167702	-0.245570781	-0.482951914	-0.587615283	0.594198225	-0.372670807	-0.015994567	-0.810144363	-0.114906832	0.812184485	0.065811035	0.643950581	-0.034161491	-0.027950311	0.221802315	-0.039900562	-0.353396586	-0.892328169	0.235460192	-0.428453681	0.282513062	-0.397182961	-0.367401671	-0.533867818	0.178795194	-0.623908348	-0.040544821	0.136978921	0.080745342	-0.628014753	0.945390467	0.558786993	-0.209961108	-0.667111545	-0.719741137	-0.329548295	0.201354944	0.10426408	0.583850932	0.04943355
GOBP_REGULATION_OF_TRANSPOSITION	-0.783950617	0.820987654	0.216049383	-0.203703704	-0.030864198	0.061728395	0.308641975	-0.703703704	0.944444444	0.666666667	-0.888888889	0.604938272	0.845679012	0.49382716	0.098765432	-0.209876543	0.481481481	0.641975309	-0.864197531	0.827160494	0.061728395	-0.654320988	-0.296296296	0.685185185	-0.703703704	-0.234567901	0.265432099	-0.283950617	-0.067901235	-0.049382716	-0.783950617	-0.018518519	0.981481481	-0.75308642	0.833333333	0.716049383	0.543209877	-0.537037037	-0.654320988	-0.604938272	0.580246914	-0.895061728	0.055555556	0.413580247	-0.111111111	0.820987654	-0.296296296	0.296296296	0.586419753	0.314814815	0.271604938	0.5	-0.086419753	-0.345679012	0.320987654	0.092592593	0.030864198	-0.216049383	0.672839506	0.290123457	0.839506173	0.24691358	-0.086419753	0.759259259	0.487654321	0.962962963	0.604938272	0.401234568	0.160493827	-0.302469136	0.617283951	0.913580247	0.858024691	-0.407407407	-0.00617284	0.765432099	0.469135802	0.240740741	0.080246914	-0.179012346	0.635802469	0.672839506	0.75308642	-0.104938272	0.024691358	-0.086419753	0.012345679	-0.283950617	0.611111111	0.728395062	0.074074074	0.932098765	-0.320987654	0.104938272	0.956790123	0.901234568	-0.49382716	-3.33E-15	0.783950617	0.654320988	0.833333333	0.839506173	-0.895061728	-0.277777778	-0.598765432	-0.055555556	-0.654320988	-0.722222222	-0.333333333	-0.450617284	-0.358024691	-0.734567901	-0.320987654	0.456790123	-0.049382716	-0.25308642	-0.086419753	0.049382716	0.808641975	0.148148148	0.938271605	0.549382716	-0.604938272	-0.037037037	-0.432098765	0.740740741
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.223729893	-0.124864335	0.453830228	-0.645947766	-0.568322981	-0.624223602	-0.215308732	-0.54575135	0.451673989	0.205604467	-0.585800287	0.403031674	-0.338534731	0.20159948	0.047739569	-0.224631407	0.482288726	-0.040817032	-0.373606739	0.237673339	-0.670802181	-0.770812222	-0.530445106	-0.661490683	-0.336197959	0.07114146	-0.182812215	-0.271967655	-0.486874487	-0.561399972	-0.162012116	-0.502234145	-0.542794333	0.423643892	0.129311801	0.590415168	-0.471575554	-0.484179759	-0.739788652	-0.461643095	-0.215226637	0.172310158	-0.272380952	-0.384669208	-0.447767283	0.022282735	-0.076403977	-0.807971997	-0.756259129	-0.19741392	0.250514378	-0.062360248	-0.290867136	0.328776891	0.20425535	0.022069334	0.032794137	0.713494959	0.337784805	-0.168035232	0.173889605	0.286669852	0.456521739	-0.452766142	0.460163546	-0.158385093	-0.285829574	-0.173520463	-0.251759834	0.442048518	0.077639752	-0.528251778	-0.037267081	-0.311962903	-0.008832412	-0.071428571	-0.296091501	0.373165722	0.113111339	-0.199651153	-0.310916333	-0.683580563	0.20836845	0.612575895	-0.044335995	0.531106729	0.073830912	0.069717046	0.145637309	-0.071899115	0.442655216	-0.056069818	0.448651935	-0.411891553	0.132335553	0.56512991	0.157131744	0.132760272	-0.711378353	-0.081004655	0.033737359	-0.046583851	0.390621007	-0.083850932	0.602484472	0.544823491	-0.339010218	-0.135616965	0.525009972	0.493549928	0.026505563	0.711180124	-0.015491414	-0.042930216	0.056489049	0.237959566	0.110378604	-0.214460999	-0.253308129	0.062080823	0.727460945	-0.079050961	-0.074905045	0.750577367	0.501384815	-0.542678618
